patric	product
645463.3.peg.1258	Galactose-1-phosphate_uridylyltransferase_(EC_2.7.7.10)
645463.3.peg.1259	Exodeoxyribonuclease_III_(EC_3.1.11.2)
645463.3.peg.1260	Probable_DNA_polymerase_III_epsilon_chain
645463.3.peg.1261	hypothetical_protein
645463.3.peg.1262	Glutamine_synthetase,_clostridia_type_(EC_6.3.1.2)
645463.3.peg.1263	hypothetical_protein
645463.3.peg.1264	Transcriptional_regulator,_PadR_family
645463.3.peg.1265	hypothetical_protein
645463.3.peg.1266	hypothetical_protein
645463.3.peg.1267	hypothetical_protein
645463.3.peg.1268	Lantibiotic_transport_ATP-binding_protein_srtF
645463.3.peg.121	Ribonucleotide_reductase_of_class_III_(anaerobic),_activating_protein_(EC_1.97.1.4)
645463.3.peg.1269	putative_lantibiotic_ABC_transporter,_permease_protein
645463.3.peg.1270	Lantibiotic_ABC_transporter_permease
645463.3.peg.1271	Two-component_system_sensor_histidine_kinase
645463.3.peg.1272	Pyridoxal_kinase_(EC_2.7.1.35)
645463.3.peg.1273	probable_secreted_protein_homolog_of_yjcM/yhbB_B._subtilis
645463.3.peg.1274	Cold_shock_protein_of_CSP_family
645463.3.peg.1275	CBS_domain_protein
645463.3.peg.1276	Peptidyl-prolyl_cis-trans_isomerase_PpiC_(EC_5.2.1.8)
645463.3.peg.1277	Phage_protein
645463.3.peg.1278	Helix-turn-helix_motif
645463.3.peg.1279	Transcriptional_regulator,_Xre_family
645463.3.peg.1280	hypothetical_protein
645463.3.peg.1281	hypothetical_protein
645463.3.peg.122	hypothetical_protein
645463.3.peg.1282	Phage-like_element_PBSX_protein_xkdK
645463.3.peg.1283	Phage_tail_fibers
645463.3.peg.1284	hypothetical_protein
645463.3.peg.1285	hypothetical_protein
645463.3.peg.1286	Tail_tape_meausure_protein
645463.3.peg.1287	Phage-like_element_PBSX_protein_xkdP
645463.3.peg.1288	putative_phage_cell_wall_hydrolase
645463.3.peg.1289	hypothetical_protein
645463.3.peg.1290	Phage-like_element_PBSX_protein_xkdS
645463.3.peg.1291	Phage_baseplate
645463.3.peg.1292	Phage-like_element_pbsx_protein_xkdT
645463.3.peg.1293	putative_phage_tail_fiber_protein
645463.3.peg.1294	hypothetical_protein
645463.3.peg.1295	Phage_protein
645463.3.peg.1296	hypothetical_protein
645463.3.peg.1297	hypothetical_protein
645463.3.peg.1298	putative_phage_regulatory_protein
645463.3.peg.1299	hypothetical_protein
645463.3.peg.1300	hypothetical_protein
645463.3.peg.1301	putative_phage_regulatory_protein
645463.3.peg.1302	hypothetical_protein
645463.3.peg.1303	Transcriptional_regulator,_AcrR_family
645463.3.peg.1304	Glycerol_kinase_(EC_2.7.1.30)
645463.3.peg.1305	Transcriptional_regulator,_GntR_family
645463.3.peg.1306	Lactam_utilization_protein_LamB
645463.3.peg.1307	Uncharacterized_metal_ion_transporter_YcsG,_Mn(2+)/Fe(2+)_NRAMP_family
645463.3.peg.1308	Allophanate_hydrolase_2_subunit_1_(EC_3.5.1.54)
645463.3.peg.1309	Allophanate_hydrolase_2_subunit_2_(EC_3.5.1.54)
645463.3.peg.1310	Transcriptional_regulator,_MerR_family
645463.3.peg.1311	L-alanine-DL-glutamate_epimerase_(EC_5.1.1.n1)
645463.3.peg.1312	DUF819_domain-containing_protein
645463.3.peg.1313	hypothetical_protein
645463.3.peg.1314	RidA/YER057c/UK114_superfamily,_group_2,_YoaB-like_protein
645463.3.peg.1315	Permease_of_the_drug/metabolite_transporter_(DMT)_superfamily
645463.3.peg.1316	Putative_oxidoreductase
645463.3.peg.1317	hypothetical_protein
645463.3.peg.1318	D-aminopeptidase_dipeptide-binding_protein_DppA_(EC_3.4.11.-)
645463.3.peg.1319	tRNA_(adenine(37)-N6)-methyltransferase
645463.3.peg.1320	N-acetyl-L,L-diaminopimelate_deacetylase_homolog
645463.3.peg.1321	Muramoyltetrapeptide_carboxypeptidase_(EC_3.4.17.13)
645463.3.peg.1322	hypothetical_protein
645463.3.peg.1323	Nicotinamidase_(EC_3.5.1.19)
645463.3.peg.1324	Glycerophosphoryl_diester_phosphodiesterase_(EC_3.1.4.46)
645463.3.peg.1325	hypothetical_protein
645463.3.peg.1326	oligopeptide_transporter,_OPT_family
645463.3.peg.1327	hypothetical_protein
645463.3.peg.1328	Bis-ABC_ATPase_Uup
645463.3.peg.1329	hypothetical_protein
645463.3.peg.1330	Transcriptional_regulator,_GntR_family_domain_/_Aspartate_aminotransferase_(EC_2.6.1.1)
645463.3.peg.1331	D-alanine--D-alanine_ligase_(EC_6.3.2.4)
645463.3.peg.1332	ADP-ribose_pyrophosphatase_of_COG1058_family_(EC_3.6.1.13)_/_Nicotinamide-nucleotide_amidase_(EC_3.5.1.42)
645463.3.peg.1333	hypothetical_protein
645463.3.peg.1334	hypothetical_protein
645463.3.peg.1335	hypothetical_protein
645463.3.peg.1336	Permease_of_the_drug/metabolite_transporter_(DMT)_superfamily
645463.3.peg.123	Diadenylate_cyclase_spyDAC;_Bacterial_checkpoint_controller_DisA_with_nucleotide-binding_domain
645463.3.peg.1337	[4Fe-4S]-AdoMet_protein_YtqA
645463.3.peg.1338	hypothetical_protein
645463.3.peg.1339	hypothetical_protein
645463.3.peg.1340	COG2102:_Predicted_ATPases_of_PP-loop_superfamily
645463.3.peg.1341	Multi_antimicrobial_extrusion_protein_(Na(+)/drug_antiporter),_MATE_family_of_MDR_efflux_pumps
645463.3.peg.1342	hypothetical_protein
645463.3.peg.1343	Mobile_element_protein
645463.3.peg.1344	hypothetical_protein
645463.3.peg.124	Uncharacterized_secreted_protein_associated_with_spyDAC
645463.3.peg.1345	diguanylate_cyclase_(GGDEF_domain)
645463.3.peg.1346	Sensory_box/GGDEF_family_protein
645463.3.peg.1347	Transcriptional_regulator,_MerR_family
645463.3.peg.1348	hypothetical_protein
645463.3.peg.1349	hypothetical_protein
645463.3.peg.1350	Mg(2+)-transport-ATPase-associated_protein_MgtC
645463.3.peg.1351	Isochorismatase_(EC_3.3.2.1)
645463.3.peg.1352	Transcriptional_regulator,_HxlR_family
645463.3.peg.1353	hypothetical_protein
645463.3.peg.1354	Acetyltransferase,_GNAT_family
645463.3.peg.1355	hypothetical_protein
645463.3.peg.1356	hypothetical_protein
645463.3.peg.1357	Peptidoglycan-N-acetylmuramic_acid_deacetylase_PdaA
645463.3.peg.1358	DinG_family_ATP-dependent_helicase_YoaA
645463.3.peg.125	Phosphate_butyryltransferase_(EC_2.3.1.19)
645463.3.peg.1359	Ribonuclease_HI-related_protein
645463.3.peg.1360	Peroxiredoxin,_Bcp-type_(EC_1.11.1.15)_/_Chitinase_(EC_3.2.1.14)
645463.3.peg.1361	hypothetical_protein
645463.3.peg.1362	hypothetical_protein
645463.3.peg.1363	uncharacterized_protein_with_VanW-like_domain
645463.3.peg.126	Butyrate_kinase_(EC_2.7.2.7)
645463.3.peg.1364	hypothetical_protein
645463.3.peg.1365	hypothetical_protein
645463.3.peg.1366	Antiholin-like_protein_LrgA
645463.3.peg.1367	LrgA-associated_membrane_protein_LrgB
645463.3.peg.1368	Uncharacterized_UPF0750_membrane_protein
645463.3.peg.1369	hypothetical_protein
645463.3.peg.1370	hypothetical_protein
645463.3.peg.1371	Peptidoglycan_N-acetylglucosamine_deacetylase_(EC_3.5.1.-)
645463.3.peg.1372	Para-aminobenzoate_synthase,_amidotransferase_component_(EC_2.6.1.85)
645463.3.peg.1373	Para-aminobenzoate_synthase,_aminase_component_(EC_2.6.1.85)
645463.3.peg.1374	Aminodeoxychorismate_lyase_(EC_4.1.3.38)
645463.3.peg.127	hypothetical_protein_TM1757
645463.3.peg.1375	hypothetical_protein
645463.3.peg.1376	GTP_cyclohydrolase_I_(EC_3.5.4.16)_type_1
645463.3.peg.1377	Dihydropteroate_synthase_(EC_2.5.1.15)
645463.3.peg.1378	Dihydroneopterin_aldolase_(EC_4.1.2.25)
645463.3.peg.1379	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_pyrophosphokinase_(EC_2.7.6.3)
645463.3.peg.1380	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_I_beta_(EC_2.5.1.54)
645463.3.peg.1381	DNA_primase_DnaG
645463.3.peg.1382	RNA_polymerase_sigma_factor_RpoD
645463.3.peg.128	2-oxoglutarate/2-oxoacid_ferredoxin_oxidoreductase,_delta_subunit,_ferredoxin-like_4Fe-4S_binding_protein_(EC_1.2.7.-)
645463.3.peg.1383	tRNA_(adenine(22)-N(1))-methyltransferase_(EC_2.1.1.217)
645463.3.peg.1384	GTP_cyclohydrolase_1_type_2_homolog_YbgI
645463.3.peg.1385	Trp_repressor_binding_protein
645463.3.peg.129	2-oxoglutarate/2-oxoacid_ferredoxin_oxidoreductase,_alpha_subunit_(EC_1.2.7.-)
645463.3.peg.1386	Nitroimidazole_resistance_protein_NimB
645463.3.peg.1387	HD_family_hydrolase,_diverged
645463.3.peg.1388	hypothetical_protein
645463.3.peg.1389	Transcriptional_regulator,_GntR_family
645463.3.peg.1390	hypothetical_protein
645463.3.peg.1391	ABC_transporter-coupled_two-component_system,_LuxR_family_response_regulator
645463.3.peg.1392	ABC_transporter-coupled_two-component_system,_signal_transduction_histidine_kinase
645463.3.peg.1393	ABC_transporter-coupled_two-component_system,_ATP-binding_protein
645463.3.peg.1394	ABC_transporter-coupled_two-component_system,_fused_permease_protein
645463.3.peg.1395	Uncharacterized_di-4Fe-4S_ferredoxin_domain-containing_protein,_DVU0498_type
645463.3.peg.130	2-oxoglutarate/2-oxoacid_ferredoxin_oxidoreductase,_beta_subunit_(EC_1.2.7.-)
645463.3.peg.1396	Beta-lactamase_class_C-like_and_penicillin_binding_proteins_(PBPs)_superfamily
645463.3.peg.1397	Rhodanese-related_sulfurtransferases
645463.3.peg.2	DNA_polymerase_III_beta_subunit_(EC_2.7.7.7)
645463.3.peg.1398	hypothetical_protein
645463.3.peg.1399	Heterodimeric_efflux_ABC_transporter,_permease/ATP-binding_subunit_1
645463.3.peg.131	2-oxoglutarate/2-oxoacid_ferredoxin_oxidoreductase,_gamma_subunit_(EC_1.2.7.-)
645463.3.peg.1400	Heterodimeric_efflux_ABC_transporter,_permease/ATP-binding_subunit_2
645463.3.peg.1401	Reverse_rubrerythrin
645463.3.peg.1402	hypothetical_protein
645463.3.peg.1403	hypothetical_protein
645463.3.peg.1404	FeoA-like_protein_CKL_1603
645463.3.peg.1405	Ferrous_iron_transporter-associated_protein_FeoA
645463.3.peg.1406	Ferrous_iron_transporter_FeoB
645463.3.peg.132	Phosphoglucosamine_mutase_(EC_5.4.2.10)
645463.3.peg.1407	hypothetical_protein
645463.3.peg.1408	FIG00518637:_hypothetical_protein
645463.3.peg.1409	Alkanesulfonates_transport_system_permease_protein
645463.3.peg.1410	ABC_transporter,_ATP-binding_protein_(cluster_1,_maltose/g3p/polyamine/iron);_ABC_transporter,_ATP-binding_protein_(cluster_10,_nitrate/sulfonate/bicarbonate)
645463.3.peg.1411	ABC_transporter,_substrate-binding_protein_(cluster_10,_nitrate/sulfonate/bicarbonate)
645463.3.peg.1412	hypothetical_protein
645463.3.peg.1413	putative_lipoprotein
645463.3.peg.1414	hypothetical_protein
645463.3.peg.1415	Transcriptional_regulator,_YafY_family
645463.3.peg.1416	Mobile_element_protein
645463.3.peg.1417	Methionine_ABC_transporter_ATP-binding_protein
645463.3.peg.1418	Methionine_ABC_transporter_permease_protein
645463.3.peg.1419	Methionine_ABC_transporter_substrate-binding_protein
645463.3.peg.12	Transcriptional_repressor_for_NAD_biosynthesis_in_gram-positives
645463.3.peg.1420	hypothetical_protein
645463.3.peg.1421	DNA-3-methyladenine_glycosylase_II_(EC_3.2.2.21)
645463.3.peg.133	Glutamine--fructose-6-phosphate_aminotransferase_[isomerizing]_(EC_2.6.1.16)
645463.3.peg.1422	Transcriptional_regulator,_MerR_family
645463.3.peg.1423	Pyrroline-5-carboxylate_reductase_(EC_1.5.1.2)
645463.3.peg.1424	Uncharacterized_protein_YpuA
645463.3.peg.1425	hypothetical_protein
645463.3.peg.1426	RNA_polymerase_sigma_factor_RpoD
645463.3.peg.1427	Peptidoglycan_lipid_II_flippase_MurJ
645463.3.peg.1428	Deoxyribose-phosphate_aldolase_(EC_4.1.2.4)
645463.3.peg.1429	Transcriptional_regulator,_GntR_family
645463.3.peg.1430	ABC_transporter,_ATP-binding_protein
645463.3.peg.1431	hypothetical_protein
645463.3.peg.1432	Multi_antimicrobial_extrusion_protein_(Na(+)/drug_antiporter),_MATE_family_of_MDR_efflux_pumps
645463.3.peg.1433	hypothetical_protein
645463.3.peg.1434	Thiol:disulfide_oxidoreductase_related_to_ResA
645463.3.peg.1435	Uncharacterized_protein_TDE2370,_clustered_with_polyferredoxin
645463.3.peg.1436	Polyferredoxin_TDE2371
645463.3.peg.1437	hypothetical_protein
645463.3.peg.1438	Transcriptional_regulators_of_sugar_metabolism
645463.3.peg.1439	hypothetical_protein
645463.3.peg.1440	hypothetical_protein
645463.3.peg.1441	Pantoate--beta-alanine_ligase_(EC_6.3.2.1)
645463.3.peg.1442	3-methyl-2-oxobutanoate_hydroxymethyltransferase_(EC_2.1.2.11)
645463.3.peg.1443	Ketopantoate_reductase_PanG_(EC_1.1.1.169)
645463.3.peg.1444	hypothetical_protein
645463.3.peg.134	Thiosulfate_sulfurtransferase,_rhodanese_(EC_2.8.1.1)
645463.3.peg.1445	hypothetical_protein
645463.3.peg.1446	Multidrug-efflux_transporter_transcription_regulator_BltR
645463.3.peg.1447	Ferrous_iron_transporter_FeoB
645463.3.peg.1448	Ferrous_iron_transporter-associated_protein_FeoA
645463.3.peg.1449	N-acetyltransferase_ElaA
645463.3.peg.1450	hypothetical_protein
645463.3.peg.1451	Tyrosyl-tRNA_synthetase_(EC_6.1.1.1)
645463.3.peg.1452	Peptidoglycan_N-acetylglucosamine_deacetylase_(EC_3.5.1.-)
645463.3.peg.1453	Permease_of_the_drug/metabolite_transporter_(DMT)_superfamily
645463.3.peg.1454	Reverse_rubrerythrin
645463.3.peg.1455	Iron-sulfur_cluster-binding_protein
645463.3.peg.1456	Dihydroorotase_(EC_3.5.2.3)
645463.3.peg.1457	ABC_transporter,_permease_protein
645463.3.peg.1458	ABC-type_antimicrobial_peptide_transport_system,_ATPase_component
645463.3.peg.1459	Periplasmic_component_of_efflux_system
645463.3.peg.135	FIG013354:_hypothetical_protein
645463.3.peg.1460	Two-component_system_sensor_histidine_kinase
645463.3.peg.1461	ABC_transporter-like_sensor_linked_response_regulator
645463.3.peg.1462	ABC_transporter-like_sensor_ATP-binding_protein
645463.3.peg.1463	ABC_transporter-like_sensor_and_permease_protein
645463.3.peg.1464	Gamma-glutamyltranspeptidase_(EC_2.3.2.2)_@_Glutathione_hydrolase_(EC_3.4.19.13)
645463.3.peg.1465	Thiosulfate_sulfurtransferase,_rhodanese_(EC_2.8.1.1)
645463.3.peg.136	UDP-N-acetylglucosamine_1-carboxyvinyltransferase_(EC_2.5.1.7)
645463.3.peg.13	Small-conductance_mechanosensitive_channel
645463.3.peg.1466	NADH-dependent_reduced_ferredoxin:NADP+_oxidoreductase_subunit_A
645463.3.peg.1467	NADH-dependent_reduced_ferredoxin:NADP+_oxidoreductase_subunit_B
645463.3.peg.1468	diguanylate_cyclase/phosphodiesterase_(GGDEF_&_EAL_domains)_with_PAS/PAC_sensor(s)
645463.3.peg.1469	ABC_transporter-like_sensor_ATP-binding_protein_YvcR
645463.3.peg.1470	ABC_transporter-like_sensor_and_permease_protein
645463.3.peg.1471	Multi_antimicrobial_extrusion_protein_(Na(+)/drug_antiporter),_MATE_family_of_MDR_efflux_pumps
645463.3.peg.1472	Fic_family_protein
645463.3.peg.1473	FMN-dependent_NADH-azoreductase_(EC_1.7.1.6)
645463.3.peg.1474	hypothetical_protein
645463.3.peg.137	Stage_II_sporulation_protein_D_(SpoIID)
645463.3.peg.1475	FIG01964566:_Predicted_membrane_protein,_hemolysin_III_homolog
645463.3.peg.1476	ATP_phosphoribosyltransferase_regulatory_subunit_(EC_2.4.2.17)
645463.3.peg.1477	ATP_phosphoribosyltransferase_(EC_2.4.2.17)_=>_HisGs
645463.3.peg.1478	Histidinol-phosphate_aminotransferase_(EC_2.6.1.9)
645463.3.peg.1479	Imidazoleglycerol-phosphate_dehydratase_(EC_4.2.1.19)
645463.3.peg.1480	Imidazole_glycerol_phosphate_synthase_amidotransferase_subunit_HisH
645463.3.peg.1481	Phosphoribosylformimino-5-aminoimidazole_carboxamide_ribotide_isomerase_(EC_5.3.1.16)
645463.3.peg.1482	Imidazole_glycerol_phosphate_synthase_cyclase_subunit
645463.3.peg.1483	Phosphoribosyl-AMP_cyclohydrolase_(EC_3.5.4.19)_/_Phosphoribosyl-ATP_pyrophosphatase_(EC_3.6.1.31)
645463.3.peg.1484	Serine/threonine_exchanger_SteT
645463.3.peg.1485	Peptidoglycan_N-acetylglucosamine_deacetylase_(EC_3.5.1.-)
645463.3.peg.138	Stage_IV_sporulation_protein_FA_(SpoIVFA)
645463.3.peg.1486	Peptidyl-prolyl_cis-trans_isomerase_(EC_5.2.1.8)
645463.3.peg.1487	RNA_polymerase_sigma_factor_SigV
645463.3.peg.1488	Anti-sigma-V_factor_RsiV
645463.3.peg.1489	Anti-sigma-V_factor_RsiV
645463.3.peg.1490	Xanthine_and_CO_dehydrogenases_maturation_factor,_XdhC/CoxF_family
645463.3.peg.1491	Protein_of_unknown_function_DUF45
645463.3.peg.1492	hypothetical_protein
645463.3.peg.1493	Ketol-acid_reductoisomerase_(NADP(+))_(EC_1.1.1.86)
645463.3.peg.1494	Acetolactate_synthase_large_subunit_(EC_2.2.1.6)
645463.3.peg.139	Stage_III_sporulation_protein_D
645463.3.peg.1495	Phage_integrase
645463.3.peg.1496	hypothetical_protein
645463.3.peg.1497	HipA-like
645463.3.peg.140	MreB-like_protein_(Mbl_protein)
645463.3.peg.1498	Phage_protein
645463.3.peg.1499	putative_phage_regulatory_protein
645463.3.peg.1500	Transcriptional_regulator
645463.3.peg.1501	hypothetical_protein
645463.3.peg.1502	Phage_antirepressor_protein
645463.3.peg.1503	hypothetical_protein
645463.3.peg.1504	hypothetical_protein
645463.3.peg.1505	putative_phage_regulatory_protein
645463.3.peg.1506	hypothetical_protein
645463.3.peg.1507	hypothetical_protein
645463.3.peg.1508	hypothetical_protein
645463.3.peg.1509	Phage_protein
645463.3.peg.1510	hypothetical_protein
645463.3.peg.1511	hypothetical_protein
645463.3.peg.1512	Phage_protein
645463.3.peg.1513	FIG006036:_phage_encoded_DNA_polymerase_I_(EC_2.7.7.7)
645463.3.peg.1514	DNA_primase,_phage_associated
645463.3.peg.141	3-hydroxyacyl-[acyl-carrier-protein]_dehydratase,_FabZ_form_(EC_4.2.1.59)
645463.3.peg.1515	Phage_protein
645463.3.peg.1516	DNA_helicase_(EC_3.6.4.12),_phage-associated
645463.3.peg.1517	hypothetical_protein
645463.3.peg.1518	hypothetical_protein
645463.3.peg.1519	hypothetical_protein
645463.3.peg.142	Spore_protease_GPR_related_protein
645463.3.peg.1520	hypothetical_protein
645463.3.peg.1521	hypothetical_protein
645463.3.peg.1522	Phage_terminase,_small_subunit
645463.3.peg.1523	Phage_terminase,_large_subunit
645463.3.peg.1524	Phage_portal_protein
645463.3.peg.1525	Phage_protein
645463.3.peg.1526	hypothetical_protein
645463.3.peg.1527	Phage_capsid_and_scaffold
645463.3.peg.1528	Phage_tail_fiber_protein
645463.3.peg.1529	hypothetical_protein
645463.3.peg.1530	hypothetical_protein
645463.3.peg.1531	hypothetical_protein
645463.3.peg.1532	hypothetical_protein
645463.3.peg.143	S-adenosylmethionine_synthetase_(EC_2.5.1.6)
645463.3.peg.1533	Phage_protein
645463.3.peg.1534	hypothetical_protein
645463.3.peg.1535	hypothetical_protein
645463.3.peg.1536	Phage-like_element_PBSX_protein_xkdK
645463.3.peg.1537	Phage_tail_fibers
645463.3.peg.1538	Phage_deoxyuridine_5'-triphosphate_nucleotidohydrolase_(EC_3.6.1.23)
645463.3.peg.1539	Phage-like_element_PBSX_protein_xkdN
645463.3.peg.1540	Phage_protein
645463.3.peg.1541	hypothetical_protein
645463.3.peg.1542	Antirepressor_[Bacteriophage_A118]
645463.3.peg.1543	hypothetical_protein
645463.3.peg.1544	hypothetical_protein
645463.3.peg.1545	hypothetical_protein
645463.3.peg.1546	hypothetical_protein
645463.3.peg.1547	FIG00513307:_hypothetical_protein
645463.3.peg.1548	Phage-like_element_PBSX_protein_xkdP
645463.3.peg.1549	Phage-like_element_PBSX_protein_xkdQ
645463.3.peg.144	hypothetical_protein
645463.3.peg.1550	hypothetical_protein
645463.3.peg.1551	Phage-like_element_PBSX_protein_xkdS
645463.3.peg.1552	Phage_baseplate
645463.3.peg.1553	Phage_baseplate
645463.3.peg.1554	Phage_tail_fibers
645463.3.peg.1555	Phage_tail_fiber_protein
645463.3.peg.1556	hypothetical_protein
645463.3.peg.1557	hypothetical_protein
645463.3.peg.1558	hypothetical_protein
645463.3.peg.1559	hypothetical_protein
645463.3.peg.1560	hypothetical_protein
645463.3.peg.1561	HNH_homing_endonuclease
645463.3.peg.1562	N-acetylmuramoyl-L-alanine_amidase
645463.3.peg.1563	hypothetical_protein
645463.3.peg.1564	hypothetical_protein
645463.3.peg.1565	hypothetical_protein
645463.3.peg.1566	Manganese_catalase_(EC_1.11.1.6)
645463.3.peg.1567	Uncharacterized_protein_YyaL
645463.3.peg.145	RecD-like_DNA_helicase_YrrC
645463.3.peg.1568	Transcriptional_regulator_MarR
645463.3.peg.1569	Lysophospholipase_L2_(EC_3.1.1.5)
645463.3.peg.1570	Mobile_element_protein
645463.3.peg.1571	Mobile_element_protein
645463.3.peg.1572	Lysophospholipase_(EC_3.1.1.5);_Monoglyceride_lipase_(EC_3.1.1.23)
645463.3.peg.1573	Transcriptional_regulator,_Xre_family
645463.3.peg.1574	hypothetical_protein
645463.3.peg.1575	Cell_wall-binding_protein
645463.3.peg.1576	putative_arylesterase
645463.3.peg.1577	Phosphomannomutase_(EC_5.4.2.8)
645463.3.peg.1578	Ribonuclease_BN
645463.3.peg.1579	hypothetical_protein
645463.3.peg.1580	Homoserine_dehydrogenase_(EC_1.1.1.3)
645463.3.peg.1581	hypothetical_protein
645463.3.peg.1582	Histidinol_dehydrogenase_(EC_1.1.1.23)
645463.3.peg.1583	hypothetical_protein
645463.3.peg.1584	hypothetical_protein
645463.3.peg.1585	hypothetical_protein
645463.3.peg.146	Competence_protein_F_homolog,_phosphoribosyltransferase_domain;_protein_YhgH_required_for_utilization_of_DNA_as_sole_source_of_carbon_and_energy
645463.3.peg.1586	Kinase_similar_to_eukaryotic-like_N-acetylglucosamine_kinase
645463.3.peg.1587	hypothetical_protein
645463.3.peg.1588	ABC_transporter,_ATP-binding_protein_(cluster_2,_ribose/xylose/arabinose/galactose)_/_ABC_transporter,_ATP-binding_protein_(cluster_2,_ribose/xylose/arabinose/galactose)
645463.3.peg.1589	ABC_transporter,_permease_protein_(cluster_2,_ribose/xylose/arabinose/galactose)
645463.3.peg.1590	ABC_transporter,_substrate-binding_protein_(cluster_2,_ribose/xylose/arabinose/galactose)
645463.3.peg.1591	Uncharacterized_UPF0750_membrane_protein
645463.3.peg.1592	Potassium-transporting_ATPase_A_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)
645463.3.peg.1593	Potassium-transporting_ATPase_B_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)
645463.3.peg.1594	Potassium-transporting_ATPase_C_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)
